titel;beschreibung;postleitzahl;stadt;zeit
['Pinnwand IKEA'];['Verschenke meine IKEA Pinnwand. Sie hat an einer Stelle Kratzspuren, ist sonst aber einwandfrei...'];48159;['Centrum'];09.08.2020   2020-08-11
['Gem. Doppelkopfrunde ( 60 - 70J.) sucht Mitspieler / in'];['Bestehende gemischte Dokorunde ( 60 - 70 J.) sucht zur Verstärkung 1-2 Spieler / innen in...'];48145;['Centrum'];09.08.2020   2020-08-11
['Zwei mal Sofa aus Leder braun'];['Ich verschenke zwei Ledersofas, sehr bequem zum Herumlümmeln, einige Gebrauchsspuren, aber sehr...'];48155;['Mauritz'];09.08.2020   2020-08-11
['Der Digitale Grimm - zu verschenken'];['Wörterbuch, 2001', '2 CD-Roms + Buch.', 'neuwertig', 'Geschenk, das nicht benötigt wird...Foto folgt.', '', 'aus...'];48161;['Gievenbeck'];09.08.2020   2020-08-11
['Ledersofa ein großes ein kleines'];['zu verschenken, sehr gut erhaltene Sofas aus Echtleder braun zu verschenken,', 'sehr bequem.', 'Der...'];48151;['Geist'];09.08.2020   2020-08-11
['RESERVIERT Fische Platys Mollys zu verschenken'];['Da wir eine Überpopulation im Aquarium haben, müssen wir uns von einigen Fischen trennen.', 'Der...'];48145;['Mauritz'];09.08.2020   2020-08-11
['War Jesus den jetzt katholisch oder evangelisch ?'];['Versandkosten anfragen', '', 'Ungelesen, wie neu', '', 'Beschreibung', 'Kurzbeschreibung', 'Gibt es auch einen...'];48145;['Centrum'];09.08.2020   2020-08-11
['Bomann GSP 742'];['Gerär lief bis letzten Donnerstag einwandfrei.', 'Jetzt kein Spülbetrieb wegen...'];48165;['Hiltrup'];09.08.2020   2020-08-11
['2 olymp Herren Hemden Gr 43 grün und grau zum verschenken'];['Herrenhemden olymp Luxor Gr 43 grün und grau zum verschenken, getragen an einem fehlen Knöpfe, am...'];48153;['Centrum'];09.08.2020   2020-08-11
['Babybody für Mädchen'];['Verschenken Mädchenbody in Größe 62/68.', 'Zustand: Gebraucht und gewaschen, keine Löcher...'];48157;['Handorf'];09.08.2020   2020-08-11
['Buchsbaumhecke (gesund) - ca. 10m'];['Wir gestalten unseren Garten um und verschenken eine ca. 10m lange Buchsbaumhecke. Super Pflanzen...'];48165;['Hiltrup'];09.08.2020   2020-08-11
['Diverse Holzstühle zu verschenken'];['Durch eine Wohnungsauflösung, verschenke ich diese Holzstühle, es sind 3 unterschiedliche Modelle,...'];48165;['Hiltrup'];09.08.2020   2020-08-11
['10 weiße Fliesen'];['Infos siehe Bilder'];48153;['Centrum'];09.08.2020   2020-08-11
['Schwarze marmorierte Fliesen'];['Bestand siehe Bilder: ein vollständiges Paket sowie ein fast vollständiges Paket. Maße siehe Foto'];48153;['Centrum'];09.08.2020   2020-08-11
['Schubkarre Kinder'];['Schubkarre für Kinder. Müsste sauber gemacht werden.'];48159;['Sprakel'];09.08.2020   2020-08-11
['3-Sitzer Couch braun Kunstleder'];['Couch braun an Selbstabholer zu verschenken Größe: Breite 198 cm, Höhe 66cm, Tiefe 90 cm.', '2...'];48151;['Aaseestadt'];09.08.2020   2020-08-11
['Defekte Spülmaschine von Bosch an Bastler( kontaktlose Übergabe )'];['Etwas ältere Maschine ca 6 Jahre an Bastler zu verschenken !', '', 'Muss spätestens morgen abgeholt...'];48153;['Centrum'];08.08.2020   2020-08-11
['Stabiler Schreibtisch'];['Ehemaliger Büro-Schreibtisch. Höhenverstellbar bis 80cm. Fläche 90x120. Eine Stelle an der Kante...'];48155;['Mauritz'];08.08.2020   2020-08-11
['Schlafcouch / Schlafsofa NUR NOCH HEUTE'];['Der Bezug des Sofas ist abnehmbar und waschbar.'];48167;['Gremmendorf'];08.08.2020   2020-08-11
['Weißer IKEA Tullsta Sessel'];['Weißer Sessel (IKEA Tullsta) zu verschenken. Bezug ist abnehmbar und waschbar. Leichte...'];48161;['Gievenbeck'];08.08.2020   2020-08-11
['Stuhl zu verschenken RESERVIERT'];['Ich verschenke diesen gepolsterten Holzstuhl. Er ist aus einem tierfreien...'];48155;['Centrum'];08.08.2020   2020-08-11
['Bett 1m x 2m mit Bettkasten'];['Bett (1 x 2 m mit Bettkasten) an Selbstabholer zu verschenken.', 'Standort Münster - Nienberge.'];48161;['Nienberge'];08.08.2020   2020-08-11
['Wohnzimmerschrank mit Vitrine'];['Bis zum Ende durchlesen bitte.', 'Beschreibung:', '163 cm hoch, 60 cm tief, 250 cm breit, abschließbar,...'];48143;['Centrum'];08.08.2020   2020-08-11
['Öl-Heizung von Wolf'];['Alte Öl-Heizung abzugeben. Ca. 65er Jahre. Brenner 1995 getauscht, regelmäßig gewartet...'];48145;['Mauritz'];07.08.2020   2020-08-11
['Reserviert - Verschiedene Haushaltsgegenstände zu verschenken'];['Schokofondue, Reibe, Wäscheklammern, Brillen-Putztücher, Butterdose Tupper, Schnapsglas, LED Lampe...'];48149;['Centrum'];07.08.2020   2020-08-11
['Weiß Hochstuhl wie Stokke Tripp Trapp'];['Sehr gebrauchter Hochstuhl (Vintage :-))', '', 'Wir essen gerne Schokolade oder vegetarische LS...'];48145;['Mauritz'];07.08.2020   2020-08-11
['dütt un datt wegen Umzugs'];['wegen Umzugs alles zum Schnäppchenpreis an Abholer...'];48155;['Centrum'];06.08.2020   2020-08-11
['Phillips Anlage mit sorround System von sony'];['Nur Abholung'];48161;['Nienberge'];06.08.2020   2020-08-11
['Weißer spiegel'];['Nur Abholung'];48161;['Nienberge'];06.08.2020   2020-08-11
['Tablet Hülle blau 9 Zoll'];"['Universal PU Leder Stand Folioformat 360° Schutzhülle Cover Tablet Für 9 "", 9.6', '', 'Das...']";48161;['Gievenbeck'];05.08.2020   2020-08-11
['IKEA Regal'];['Regal zu verschenken nur Abholung 2. Etage', 'Es ist nicht abgebaut', '2 m x 80 cm', '26cm tief'];48145;['Centrum'];04.08.2020   2020-08-11
['Palette zu VERSCHENKEN'];['Zur Abholung Bahnhofsnähe Münster'];48145;['Centrum'];04.08.2020   2020-08-11
['Haarspangen zu verschenken reserviert'];['Haarspangen an Selbstabholer zu verschenken. Ein Stein hat sich bei einer der Spangen gelöst und...'];48153;['Centrum'];04.08.2020   2020-08-11
['Kicker Tisch'];['Super kickertisch, aber ohne Füsse. Inklusiv: 2 Bällen. Ich wünsche zurück nur ein kinderfreundlich...'];48145;['Mauritz'];04.08.2020   2020-08-11
['Ikea Couchtisch'];['Ikea Tisch zu verkaufen, Abholung bis 13.08. möglich'];48147;['Centrum'];04.08.2020   2020-08-11
['2 Stehlampen weiß'];['Stehlampe mit leichten Gebrauchsspuren, zweite ebenfalls vorhanden und kann direkt mitgenommen...'];48147;['Centrum'];04.08.2020   2020-08-11
['Kleiner Ikea Tisch'];['Kleiner schwarzer Ikea Tisch mit wenigen Gebrauchsspuren'];48147;['Centrum'];04.08.2020   2020-08-11
['Miele Novotronic W904 Waschmaschine'];['Verschenkt wird eine gebauchte Miele Novotronic W904 Waschmaschine. Das Gerät wurde funktionierend...'];48149;['Centrum'];04.08.2020   2020-08-11
['Gilmore Girls DVD Boxen 1-7 komplette Serie (gebraucht)'];['Komplette Serie Gilmore Girls DVD Boxen 1-7 - gebraucht.'];48145;['Centrum'];04.08.2020   2020-08-11
['Weiß brauner Kleiderschrank an Selbstabholer zu verschenken'];['Abgesehen von kleinen Kratzern und einem lockeren Scharnier ist der Kleiderschrank gut erhalten!...'];48155;['Centrum'];03.08.2020   2020-08-11
['Ikea Stehlampe STORM Lampe Licht  TYP G0317'];['Ikea Stehlampe, zu verschenken. Gebrauchsspuren, s.h. Bilder. Aber voll funktionstüchtig.', 'Ohne...'];48165;['Hiltrup'];03.08.2020   2020-08-11
['Axolotl Trio'];['Axolotl Trio abzugeben', 'Bei Interesse und weiteren Informationen gerne melden', 'Zwei Weibchen ein...'];48155;['Wolbeck'];02.08.2020   2020-08-11
['Couch Sofa Garnitur'];['Ca 2,50 x 2,50 m', 'Verkauf wegen Haushaltsauflösung'];48143;['Centrum'];02.08.2020   2020-08-11
['Waschmaschiene von Hoover für Bastler'];['Ich verschenke meine 3,5 Jahre alte Waschmaschiene von Hoover (Modell: VT 614 D23/1 84). Die...'];48151;['Geist'];02.08.2020   2020-08-11
['Bett / Doppelbett'];['Ich biete ein kiefern-Bett 2x1,40 m (ohne Matratze und Lattenrost)'];48165;['Hiltrup'];01.08.2020   2020-08-11
['Motorikwürfel von Eichhorn'];['Nur Abholung'];48161;['Nienberge'];01.08.2020   2020-08-11
['Stehlampe mit Glasschirm'];['Stehlampe schwarz mit Glasschirm!'];48147;['Centrum'];12.08.2020 14:43
['Teppich Pirat 140x200'];['Piratenteppich zu verschenken. Müsste mal wieder ordentlich gesaugt werden...', 'Nur Abholung und das...'];48159;['Sprakel'];12.08.2020 14:43
['3 Bonsai Bücher zu verschenken'];['An Selbstabholer abzugeben'];48167;['Wolbeck'];12.08.2020 14:29
['Schrauben verschiedene Größen'];['Abholung in MS-Häger am Hölkenbusch.'];48161;['Nienberge'];12.08.2020 14:18
['Mag eine Frau ab 50 mit mir was Unternehmen'];['Suche dich ab 50 für gemeinsame Unternehmungen.', 'Bin 26', '', 'Melde dich gerne bei mir.', '', 'Liebe Grüße Meik'];48165;['Hiltrup'];12.08.2020 14:17
['TV Rack weißes Milchglas und Echtholz'];['TV Rack weißes Milchglas und Echtholz 180X60', 'Nur zur Abholung. Münster Rumphorst Joseph Haydn-Str'];48153;['Centrum'];12.08.2020 13:43
['Tonni gebraucht reserviert bis 19 Uhr'];['Dino- camouflage', 'Gebraucht aber noch durchaus funktionsfähig.', '3- teilig', '', 'Nur Abholung in MS - Roxel'];48161;['Roxel'];12.08.2020 13:33
['Ordner zu verschenken'];['Die Ordner müssten in den nächsten Tagen abgeholt werden.'];48143;['Centrum'];12.08.2020 13:30
['Event 14.08.2020 in Münster eintritt frei.'];['Die 247er kommen in deine Stadt.', '', 'Nachdem es so viele Anfragen gab, ob wir ein offline Seminar...'];48155;['Centrum'];12.08.2020 13:14
['Deo Sammlung'];['Ich verschenke diese Deo/Haarspray-S\u200bammlung. Die Flaschen sind teilweise ungebraucht,...'];48161;['Gievenbeck'];12.08.2020 12:51
['Suche Pferd zum Kuscheln'];['Schönen guten Tag', '', 'ich bin gerade frisch nach Angelmodde gezogen, schwanger und suche ein liebes...'];48167;['Angelmodde'];12.08.2020 12:50
['Ford Reifendrucksensoren'];['Verschenke vier Reifen mit Reifendrucksensoren.\u200b Die Reifen waren auf einem Ford Galaxy (Jhg. 2010,...'];48155;['Gremmendorf'];12.08.2020 12:40
['Spülung von Nature'];['Haarspülung zum sprühen zu verschenken, würde 1x benutzt.', '', 'Nur Abholung in Münster - Gievenbeck,...'];48161;['Gievenbeck'];12.08.2020 12:32
['IKEA Samla Boxen (reserviert)'];['Verschenke hier zwei gebrauchte, durchsichtige Ikea-Boxen inkl. Deckel.', 'Sind perfekt für die...'];48147;['Centrum'];12.08.2020 12:31
['RESERVIERT Außenfußmatte'];['Außenfußmatte für Garten, Kellerzugang, Terrasse o.ä. zu verschenken!', '', 'Bitte beachten : nur...'];48161;['Gievenbeck'];12.08.2020 12:26
['Erdaushub zum verfüllen zu verschenken'];['Erdaushub zum verfüllen zu verschenken.', 'Selbstabholung.'];48165;['Hiltrup'];12.08.2020 11:59
"['SUCHE Rewe Sammelkarten 2020 - Nr. 35 ""Paule"" - Tausch möglich']";"['SUCHE Rewe Sammelkarten 2020 - Nr. 35 ""Paule"" - Tausch möglich', '', 'Mein Sohn hat heute von...']";48163;['Albachten'];12.08.2020 10:42
['Miele G 681 SC Sensorplus *DEFEKT*'];['Verschenke eine Miele Spülmaschine an Bastler, da das Gerät defekt ist!'];48143;['Centrum'];12.08.2020 09:56
['Schreibtisch aus Kiefernholz *Zu Verschenken*'];['Hallo,', '', 'ich habe ihr einen Schreibtisch aus Kiefernholz zu verschenken!', '', 'Nur an Abholer!', '', 'Liebe...'];48163;['Mecklenbeck'];12.08.2020 09:42
['Ikea Hensvik Regal'];['Regal mit sichtbaren Gebrausspuren abzugeben', '', '', 'Abholung nur in Münster Kinderhaus'];48159;['Kinderhaus'];12.08.2020 09:31
['Herd freistehend'];['Hey, ich verschenke meinen Herd! Müsste aber fachmännisch vom Strom entfernt werden!', '', 'Der Backofen...'];48155;['Centrum'];12.08.2020 09:30
['GoCatd von Ekodo Emvoutou Laura'];['Ich habe ihr Gocard am Coesfelderkreuz gefunden.', 'Melden Sie sich bei mir per Nachricht. Falls...'];48147;['Centrum'];12.08.2020 09:10
['Ledersessel zu verschenken'];['Ledersessel zu verschenken, Tel. 01 75 / 9 63 90 51'];48147;['Centrum'];12.08.2020 09:01
['Braucht jemand Last Minute noch einen Schultütenrohling?'];['Abholung MS Loddenheide'];48155;['Gremmendorf'];12.08.2020 08:45
['Div Kleinteile zu verschenken'];['Beim Aussortieren in die Hände gefallen, müsste alles noch funktionieren.', '', 'An Selbstabholer.'];48167;['Wolbeck'];12.08.2020 08:39
['Amazon Staubsauger reserviert'];['Staubsauger von Amazon zu verschenken. Saugt sehr sehr schwach'];48143;['Centrum'];12.08.2020 22:10
['Rakke Schublade zu verschenken'];['Eine Schublade vom Rakke Ikea Schrank zu verschenken. Schöne große Rollschublade, mit leichten...'];48159;['Centrum'];12.08.2020 21:17
['Gute 140x200cm Matratze zu verschenken | Wolbecker Str.'];['140 x 200 cm Matratze von Matratzen Concord zu verschenken.', '', 'Gut erhalten. Matratzenmitte ist...'];48145;['Centrum'];12.08.2020 19:35
['Hundebuggy Unterteil'];['Ich suche das unter Teil für den hundebuggy'];48157;['Handorf'];12.08.2020 19:17
['2 Kisten gläser'];['Gemischt wein .Likör. weingläser'];48153;['Centrum'];12.08.2020 19:09
['Zu verschenken: Schals/ Tücher'];['Diverse Schals/ Tücher.', '', 'Abholung nur als Gesamtpaket. :)'];48151;['Centrum'];12.08.2020 19:09
['Sigg Flasche'];['Sigg Flasche, dunkelblau'];48145;['Centrum'];12.08.2020 18:41
['Toaster zu verschenken'];['Zu verschenken *reserviert*'];48163;['Amelsbüren'];12.08.2020 18:32
['Dekokästen / Regale'];['Sind mal runtergefallen, daher ein paar Mängel. Beeinträchtigt nicht den Gebrauch *reserviert*'];48163;['Amelsbüren'];12.08.2020 18:29
['Uhlmann Jugend-Fechtmaske'];['gebrauchte Uhlmann Jugend-Fechtmaske. Innenpolsterung ist leider zerschlissen.'];48161;['Roxel'];12.08.2020 18:10
['Elektrogrill zu verschenken'];['Zu verschenken *reserviert*'];48163;['Amelsbüren'];12.08.2020 17:56
['Bügeleisen zu verschenken'];['Zu verschenken *reserviert*'];48163;['Amelsbüren'];12.08.2020 17:55
['Wage zu verschenken'];['Benötigt nur neue Batterien *reserviert*'];48163;['Amelsbüren'];12.08.2020 17:54
['Kiste voll mit Nagellack'];['Teils eingetrocknet, Essie, Catrice, p2 etc. Abzuholen in Münster zentrum'];48155;['Centrum'];12.08.2020 17:44
['2 Kissen 37x37'];['Abzuholen in Münster zentrum'];48155;['Centrum'];12.08.2020 17:42
['Schreibtisch und Bürostuhl zu verschenken'];['Verschenke meinen alten Schreibtisch und Bürostuhl an Selbstabholer in Münster Centrum.', '', 'Der Tisch...'];48143;['Centrum'];12.08.2020 16:48
['Theke 120x60 Tischplatte defekt zu verschenken'];['Theke 120x60 Tischplatte defekt zu verschenken', 'Unterkonstruktion ist Massivholz und noch in gutem...'];48165;['Berg Fidel'];12.08.2020 16:23
['Gut erhaltener Kleiderschrank an Selbstabholer zu verschenken'];['Weiß brauner Schrank mit Spiegeltür aus Nichtraucherhaushalt\u200b an Selbstabholer zu verschenken. Muss...'];48155;['Centrum'];12.08.2020 16:01
['Ikea balkonmöbel'];['Zu verschenken', 'Selbstabholer', '2 Stühle ein Tisch'];48151;['Centrum'];12.08.2020 15:45
['Wohnwand Ohne inhalt'];['Ab sofort zu verschenken an selbst Abholer wegen neu Anschaffung ohne inhalt. Mit mängeln aber...'];48163;['Amelsbüren'];12.08.2020 15:24
['Alte Filmposter + Fototapete'];['Alte Filmposter + Fototapete vom Machu Picchu'];48147;['Centrum'];12.08.2020 15:17
['Suche Spüle /Spülbecken'];['Ich bin auf der Suche nach einer gebrauchten Spüle/Spülbecke\u200bn für draußen. Es muss nicht...'];48163;['Mecklenbeck'];12.08.2020 14:48
['Tisch zu verschenken RESERVIERT'];['Abzuholen bis Donnerstag in Münster, nähe Warendorfer Straße :)'];48145;['Mauritz'];12.08.2020 12:22
['Ikea Wandregal zu verschenken'];['Abholung bis 13.08.'];48147;['Centrum'];12.08.2020 12:21
['Lampe zu verschenken'];['Kleine Ikea Lampe zu verschenken Abholung bis 13.08. möglich'];48147;['Centrum'];12.08.2020 11:49
['Tisch zu verkaufen'];['150x100 Tisch zu verkaufen. Abholung bis 13.08. möglich'];48147;['Centrum'];12.08.2020 11:31
['30 Bälle (Bällebad-Bälle) zu verschenken'];['Siehe Foto', 'Abholung bitte bis 16.8.2020. Danke', 'Mecklenbeck'];48163;['Mecklenbeck'];12.08.2020 10:26
['+++ Reserviert +++ Küche an Selbstabholer zu verschenken'];['An Selbstabholer zu verschenken: Vanillegelbe Küche mit Arbeitsplatte in Holzoptik (ohne Inhalt)....'];48165;['Hiltrup'];09.08.2020   2020-08-12
['(alle reserviert)Krimis/Thriller'];['Folgende Bücher sind zu verschenken:', '- Keine Angst (Frank Schätzing)(Kurzkrimi\u200bs)', '- Das Buch der...'];48151;['Geist'];09.08.2020   2020-08-12
['6 Steine als Getränke Regal'];['2 Euro pro Stein', 'Es werden nur alle 6 Steine zusammen abgegeben'];48145;['Mauritz'];09.08.2020   2020-08-12
['(alle reserviert)Verschiedene Sachbücher'];['Folgende Bücher zu verschenken:', '- (RESERVIERT)Komisch alles chemisch! (Dr. Mai Thi Nguyen-Kim)', '-...'];48151;['Geist'];09.08.2020   2020-08-12
['Geschirr in sehr gutem Zustand'];['Ich biete ein Geschirrset aus 6 flachen (groß) Tellern, 6 Kuchentellern und 6 tiefen Tellern. Alles...'];48151;['Geist'];09.08.2020   2020-08-12
['Sofa zu verkaufen'];['Gebe auf Grund meines Umzuges mein Sofa ab.', '', 'Sehr gut erhalten', 'Sehr bequem', '', 'Einfach kommen und...'];48145;['Mauritz'];09.08.2020   2020-08-12
['Etagere ungenutzt'];['Die Etagere habe ich vor zwei Jahren gekauft und stand bisher ungenutzt in meiner Wohnung. Sie ist...'];48151;['Geist'];08.08.2020   2020-08-12
['Reserviert bis Ende August - Ikea Bettgestell'];['Ikea Bett, 160cm x 200cm zu verschenken. Kleinere Gebrauchsspuren zu verschenken. Würde mich über...'];48151;['Centrum'];05.08.2020   2020-08-12
['Pflanzkübel Beton zu verschenken'];['Pflanzkübel aus Beton zu verschenken - nur Selbstabholung - sehr sehr schwer', '', 'Abmessungen: 150 cm...'];48149;['Sentrup'];03.08.2020   2020-08-12
['Ikea Stehlampe STORM Lampe Licht  TYP G0317 NUR NOCH BIS 16.08.'];['Ikea Stehlampe, zu verschenken. Gebrauchsspuren, s.h. Bilder. Aber voll funktionstüchtig.', 'Ohne...'];48165;['Hiltrup'];03.08.2020   2020-08-12
['Samsung tv 40 Zoll mit internet mit Kabel'];['Siehe bilder'];48153;['Centrum'];15.08.2020 13:54
['Sandkasten mit Dach zu verschenken'];['Wir verschenken unseren Sandkasten mit Dach inklusive Sand. Wir haben ihn im letzten Jahr noch...'];48163;['Amelsbüren'];15.08.2020 13:49
['Rasenmäher Wolf 32E defekt'];['Verschenke elektrischen Rasenmäher von Wolf. Schnittbreite ist 32 cm. In 3 Höhen verstellbar. Der...'];48161;['Gievenbeck'];15.08.2020 13:43
['Schwimmflossen Gr. 42'];['Plitsch Platsch Pinguin.'];48155;['Centrum'];15.08.2020 13:09
['Schabracke blau VS'];['Biete Schabracke in blau Größe VS.', 'Die Schabracke wurde lange benutzt und hat dementsprechend...'];48159;['Sprakel'];15.08.2020 13:00
['Schlüssel gefunden Wolbeck'];['Zwei Schlüssel gefunden.'];48165;['Hiltrup'];15.08.2020 12:50
['Bücherregal'];['Bücherregal, 18 Einlegebretter flexibel einsetzbar', '', 'Höhe 2,11 m', 'Breite 2,30 m'];48149;['Sentrup'];15.08.2020 12:47
['Palme mit Topf'];['Hallo, verschenke diese Palme mit Topf.'];48155;['Centrum'];15.08.2020 12:44
['Verschiedene Spraydosen'];['Einmal gebraucht.', '', 'Abholung in MS-Häger Hölkenbusch'];48161;['Nienberge'];15.08.2020 12:41
['Styropor Dämmung Dämmplatten zu verschenken'];['- Styropor-Platten', '- Maße 86 x 230/300', '- Dicke 4cm / 5,5cm', '- Nut & Feder', '- für...'];48165;['Hiltrup'];15.08.2020 12:39
['Sonnenbrille'];['Sonnenbrille. Bei DM gekauft, dreimal getragen und dann weg gelegt. Verschenke sie. Nur Abholung.'];48165;['Hiltrup'];15.08.2020 12:36
['Schreibtisch (Tischplatte und zwei Beine) zu verschenken'];['Ich verschenke eine Tischplatte mit zwei zugehörigen Tischblöcken. Die Platte (IKEA Modell...'];48151;['Centrum'];15.08.2020 12:30
['SUCHE weisse Schränke 2 Tür'];['Ich suche 2 gleiche 2 Türen schränke für Kinderzimmer, würde mich sehr freuen ,kann heute abholen'];48159;['Kinderhaus'];15.08.2020 12:27
['Abtropfgitter zu verschenken'];['Abtropfgitter für Besteck und Geschirr zu verschenken. Besteckfach kann abgenommen werden.', '', 'Maße:...'];48161;['Gievenbeck'];15.08.2020 12:23
['2x Spanplatte zu verschenken'];['Ich verschenke 2x eine 200x19cm große Spanplatte'];48161;['Nienberge'];15.08.2020 12:19
